75 0 50 0 0 -49
74.9998 -5.71411e-05 49.7549 -0.0610223 -0.0228864 -49.0468
74.9994 -0.00022888 49.5095 -0.122155 -0.0458393 -49.0937
74.9986 -0.000515551 49.2639 -0.183399 -0.068859 -49.1405
74.9976 -0.000917486 49.0181 -0.244754 -0.0919455 -49.1873
74.9962 -0.00143502 48.7721 -0.306221 -0.115099 -49.2342
74.9945 -0.00206849 48.5258 -0.367799 -0.13832 -49.281
74.9925 -0.00281824 48.2793 -0.42949 -0.161608 -49.3278
74.9902 -0.00368459 48.0325 -0.491294 -0.184964 -49.3747
74.9876 -0.00466789 47.7855 -0.553211 -0.208387 -49.4215
74.9847 -0.00576848 47.5383 -0.615241 -0.231879 -49.4684
74.9814 -0.0069867 47.2908 -0.677386 -0.255438 -49.5153
74.9779 -0.00832288 47.0431 -0.739644 -0.279066 -49.5621
74.974 -0.00977737 46.7952 -0.802017 -0.302762 -49.609
74.9699 -0.0113505 46.547 -0.864505 -0.326527 -49.6558
74.9654 -0.0130427 46.2987 -0.927109 -0.35036 -49.7027
74.9606 -0.0148541 46.05 -0.989828 -0.374263 -49.7496
74.9555 -0.0167853 45.8012 -1.05266 -0.398234 -49.7965
74.9501 -0.0188365 45.5521 -1.11562 -0.422275 -49.8433
74.9443 -0.0210081 45.3027 -1.17868 -0.446386 -49.8902
74.9383 -0.0233004 45.0532 -1.24187 -0.470566 -49.9371
74.9319 -0.0257137 44.8034 -1.30517 -0.494816 -49.984
74.9252 -0.0282485 44.5533 -1.3686 -0.519136 -50.0309
74.9182 -0.0309051 44.303 -1.43214 -0.543526 -50.0778
74.9109 -0.0336838 44.0525 -1.4958 -0.567986 -50.1246
74.9033 -0.036585 43.8018 -1.55958 -0.592517 -50.1715
74.8953 -0.039609 43.5508 -1.62347 -0.617119 -50.2184
74.887 -0.0427562 43.2996 -1.68749 -0.641792 -50.2653
74.8784 -0.0460269 43.0482 -1.75163 -0.666536 -50.3122
74.8695 -0.0494216 42.7965 -1.81589 -0.691352 -50.3591
74.8603 -0.0529405 42.5446 -1.88027 -0.716239 -50.406
74.8507 -0.056584 42.2924 -1.94478 -0.741197 -50.4529
74.8408 -0.0603525 42.04 -2.0094 -0.766228 -50.4998
74.8306 -0.0642463 41.7874 -2.07415 -0.791331 -50.5467
74.8201 -0.0682658 41.5346 -2.13902 -0.816506 -50.5936
74.8092 -0.0724114 41.2815 -2.20402 -0.841753 -50.6405
74.7981 -0.0766833 41.0282 -2.26913 -0.867073 -50.6874
74.7865 -0.0810821 40.7746 -2.33438 -0.892467 -50.7343
74.7747 -0.085608 40.5208 -2.39974 -0.917933 -50.7812
