0 75 -200 0 0 49
-0.00010443 74.9998 -199.755 -0.041804 -0.0766243 49.0456
-0.000418008 74.9992 -199.51 -0.0836598 -0.153339 49.0912
-0.000940996 74.9983 -199.264 -0.125568 -0.230143 49.1368
-0.00167365 74.9969 -199.018 -0.167528 -0.307039 49.1823
-0.00261624 74.9952 -198.772 -0.209541 -0.384025 49.2278
-0.00376903 74.9931 -198.526 -0.251606 -0.461103 49.2733
-0.00513227 74.9906 -198.279 -0.293724 -0.538273 49.3188
-0.00670624 74.9877 -198.033 -0.335896 -0.615534 49.3642
-0.00849119 74.9844 -197.786 -0.37812 -0.692889 49.4096
-0.0104874 74.9808 -197.539 -0.420398 -0.770336 49.4549
-0.0126951 74.9767 -197.291 -0.462731 -0.847876 49.5003
-0.0151147 74.9723 -197.044 -0.505117 -0.92551 49.5456
-0.0177463 74.9675 -196.796 -0.547557 -1.00324 49.5908
-0.0205902 74.9623 -196.548 -0.590051 -1.08106 49.6361
-0.0236468 74.9567 -196.299 -0.632601 -1.15898 49.6813
-0.0269162 74.9507 -196.051 -0.675205 -1.23699 49.7265
-0.0303988 74.9443 -195.802 -0.717864 -1.31509 49.7716
-0.0340948 74.9375 -195.553 -0.760578 -1.3933 49.8167
-0.0380045 74.9304 -195.304 -0.803349 -1.47159 49.8618
-0.0421283 74.9228 -195.055 -0.846174 -1.54999 49.9069
-0.0464662 74.9149 -194.805 -0.889056 -1.62848 49.9519
-0.0510188 74.9065 -194.555 -0.931994 -1.70707 49.9969
-0.0557862 74.8978 -194.305 -0.974989 -1.78576 50.0419
-0.0607686 74.8887 -194.055 -1.01804 -1.86454 50.0868
-0.0659665 74.8792 -193.804 -1.06115 -1.94342 50.1318
-0.0713801 74.8692 -193.553 -1.10431 -2.02241 50.1766
-0.0770096 74.8589 -193.302 -1.14754 -2.10149 50.2215
-0.0828554 74.8482 -193.051 -1.19082 -2.18067 50.2663
-0.0889177 74.8371 -192.8 -1.23415 -2.25995 50.3111
-0.0951969 74.8256 -192.548 -1.27755 -2.33933 50.3559
-0.101693 74.8137 -192.296 -1.321 -2.41881 50.4006
-0.108407 74.8014 -192.044 -1.36452 -2.49839 50.4454
-0.115338 74.7887 -191.792 -1.40809 -2.57807 50.49
-0.122488 74.7757 -191.539 -1.45172 -2.65786 50.5347
-0.129855 74.7622 -191.286 -1.49541 -2.73775 50.5793
-0.137442 74.7483 -191.033 -1.53916 -2.81774 50.6239
-0.145247 74.734 -190.78 -1.58297 -2.89783 50.6685
-0.153271 74.7193 -190.527 -1.62684 -2.97803 50.713
-0.161515 74.7042 -190.273 -1.67077 -3.05833 50.7575
-0.169979 74.6887 -190.019 -1.71476 -3.13873 50.802
-0.178663 74.6728 -189.765 -1.75881 -3.21924 50.8464
-0.187567 74.6565 -189.511 -1.80292 -3.29985 50.8909
-0.196692 74.6398 -189.256 -1.84709 -3.38057 50.9352
-0.206038 74.6227 -189.001 -1.89132 -3.4614 50.9796
-0.215605 74.6052 -188.746 -1.93562 -3.54233 51.0239
-0.225394 74.5873 -188.491 -1.97998 -3.62337 51.0682
-0.235405 74.569 -188.236 -2.0244 -3.70451 51.1125
-0.245638 74.5502 -187.98 -2.06888 -3.78577 51.1567
-0.256094 74.5311 -187.724 -2.11343 -3.86713 51.201
-0.266772 74.5116 -187.468 -2.15804 -3.9486 51.2451
-0.277674 74.4916 -187.211 -2.20271 -4.03018 51.2893
-0.288799 74.4713 -186.955 -2.24744 -4.11187 51.3334
-0.300149 74.4505 -186.698 -2.29224 -4.19366 51.3775
-0.311722 74.4293 -186.441 -2.33711 -4.27557 51.4216
-0.32352 74.4078 -186.184 -2.38203 -4.35759 51.4656
-0.335542 74.3858 -185.926 -2.42703 -4.43972 51.5096
-0.34779 74.3634 -185.669 -2.47208 -4.52196 51.5536
-0.360263 74.3405 -185.411 -2.51721 -4.60431 51.5976
-0.372962 74.3173 -185.153 -2.56239 -4.68678 51.6415
-0.385887 74.2937 -184.895 -2.60765 -4.76936 51.6854
-0.399038 74.2696 -184.636 -2.65297 -4.85205 51.7292
-0.412416 74.2452 -184.377 -2.69835 -4.93485 51.7731
-0.426022 74.2203 -184.118 -2.7438 -5.01777 51.8169
-0.439854 74.195 -183.859 -2.78932 -5.1008 51.8606
-0.453915 74.1693 -183.6 -2.83491 -5.18395 51.9044
