-25 75 100 0 0 -49
-25.0001 74.9999 99.7549 -0.0209374 -0.0445146 -49.0556
-25.0002 74.9996 99.5094 -0.0419159 -0.0891253 -49.1112
-25.0005 74.999 99.2637 -0.0629356 -0.133833 -49.1669
-25.0008 74.9982 99.0178 -0.0839966 -0.178637 -49.2227
-25.0013 74.9972 98.7715 -0.105099 -0.223538 -49.2784
-25.0019 74.996 98.525 -0.126243 -0.268537 -49.3343
-25.0026 74.9945 98.2782 -0.147429 -0.313633 -49.3901
-25.0034 74.9928 98.0311 -0.168657 -0.358828 -49.446
-25.0043 74.9909 97.7837 -0.189927 -0.404122 -49.502
-25.0053 74.9888 97.5361 -0.211238 -0.449514 -49.558
-25.0064 74.9864 97.2881 -0.232593 -0.495005 -49.6141
-25.0076 74.9839 97.0399 -0.253989 -0.540597 -49.6702
-25.0089 74.981 96.7914 -0.275428 -0.586288 -49.7263
-25.0103 74.978 96.5427 -0.296909 -0.632079 -49.7825
-25.0119 74.9747 96.2936 -0.318434 -0.677971 -49.8387
-25.0135 74.9712 96.0443 -0.340001 -0.723965 -49.895
-25.0153 74.9675 95.7947 -0.361611 -0.770059 -49.9513
-25.0171 74.9635 95.5448 -0.383265 -0.816256 -50.0077
-25.0191 74.9593 95.2946 -0.404961 -0.862554 -50.0641
-25.0212 74.9549 95.0441 -0.426702 -0.908955 -50.1205
-25.0234 74.9502 94.7934 -0.448485 -0.955459 -50.177
-25.0257 74.9453 94.5424 -0.470313 -1.00207 -50.2336
-25.0281 74.9402 94.291 -0.492184 -1.04878 -50.2902
-25.0306 74.9348 94.0395 -0.514099 -1.09559 -50.3468
-25.0332 74.9292 93.7876 -0.536059 -1.14251 -50.4035
-25.036 74.9234 93.5354 -0.558062 -1.18954 -50.4603
-25.0388 74.9174 93.283 -0.58011 -1.23666 -50.517
-25.0418 74.9111 93.0302 -0.602203 -1.2839 -50.5739
-25.0448 74.9045 92.7772 -0.62434 -1.33124 -50.6307
-25.048 74.8977 92.5239 -0.646523 -1.37869 -50.6876
-25.0513 74.8907 92.2704 -0.66875 -1.42624 -50.7446
-25.0547 74.8835 92.0165 -0.691022 -1.4739 -50.8016
-25.0582 74.876 91.7623 -0.713339 -1.52167 -50.8587
-25.0618 74.8683 91.5079 -0.735702 -1.56954 -50.9158
-25.0656 74.8603 91.2532 -0.758111 -1.61753 -50.9729
-25.0694 74.8521 90.9982 -0.780565 -1.66562 -51.0301
-25.0734 74.8436 90.7429 -0.803065 -1.71382 -51.0873
-25.0774 74.8349 90.4873 -0.825611 -1.76214 -51.1446
-25.0816 74.826 90.2314 -0.848203 -1.81056 -51.202
-25.0859 74.8168 89.9753 -0.870842 -1.85909 -51.2593
-25.0903 74.8074 89.7188 -0.893527 -1.90773 -51.3168
-25.0949 74.7978 89.4621 -0.916259 -1.95648 -51.3742
-25.0995 74.7879 89.2051 -0.939037 -2.00535 -51.4317
-25.1042 74.7777 88.9478 -0.961862 -2.05433 -51.4893
-25.1091 74.7673 88.6902 -0.984735 -2.10342 -51.5469
-25.1141 74.7567 88.4323 -1.00765 -2.15262 -51.6046
-25.1192 74.7458 88.1742 -1.03062 -2.20193 -51.6623
-25.1244 74.7347 87.9157 -1.05364 -2.25136 -51.72
-25.1297 74.7233 87.657 -1.0767 -2.30091 -51.7778
-25.1352 74.7116 87.3979 -1.09981 -2.35056 -51.8357
-25.1407 74.6998 87.1386 -1.12297 -2.40034 -51.8935
-25.1464 74.6876 86.879 -1.14617 -2.45023 -51.9515
-25.1522 74.6753 86.6191 -1.16943 -2.50023 -52.0095
-25.1581 74.6626 86.3589 -1.19273 -2.55035 -52.0675
-25.1641 74.6498 86.0984 -1.21608 -2.60059 -52.1256
-25.1703 74.6366 85.8376 -1.23948 -2.65094 -52.1837
-25.1765 74.6233 85.5766 -1.26293 -2.70141 -52.2418
-25.1829 74.6096 85.3152 -1.28643 -2.752 -52.3001
-25.1894 74.5957 85.0536 -1.30998 -2.80271 -52.3583
-25.196 74.5816 84.7916 -1.33358 -2.85354 -52.4166
-25.2027 74.5672 84.5294 -1.35723 -2.90448 -52.475
-25.2096 74.5526 84.2669 -1.38093 -2.95555 -52.5334
-25.2165 74.5376 84.0041 -1.40467 -3.00674 -52.5918
-25.2236 74.5225 83.741 -1.42847 -3.05805 -52.6503
-25.2308 74.5071 83.4776 -1.45232 -3.10947 -52.7089
-25.2381 74.4914 83.2139 -1.47622 -3.16103 -52.7675
-25.2456 74.4755 82.9499 -1.50017 -3.2127 -52.8261
-25.2531 74.4593 82.6856 -1.52417 -3.26449 -52.8848
-25.2608 74.4428 82.4211 -1.54822 -3.31641 -52.9435
-25.2686 74.4261 82.1562 -1.57232 -3.36846 -53.0023
-25.2765 74.4091 81.891 -1.59648 -3.42062 -53.0611
-25.2846 74.3919 81.6256 -1.62069 -3.47291 -53.12
-25.2927 74.3744 81.3598 -1.64494 -3.52533 -53.1789
-25.301 74.3566 81.0938 -1.66925 -3.57787 -53.2378
-25.3094 74.3386 80.8275 -1.69362 -3.63054 -53.2969
-25.318 74.3203 80.5608 -1.71803 -3.68334 -53.3559
-25.3266 74.3018 80.2939 -1.7425 -3.73626 -53.415
-25.3354 74.283 80.0267 -1.76702 -3.78931 -53.4742
-25.3443 74.2639 79.7592 -1.79159 -3.84249 -53.5334
-25.3533 74.2445 79.4913 -1.81622 -3.89579 -53.5926
-25.3624 74.2249 79.2232 -1.8409 -3.94923 -53.6519
-25.3717 74.2051 78.9548 -1.86563 -4.00279 -53.7113
-25.3811 74.1849 78.6861 -1.89042 -4.05649 -53.7706
-25.3906 74.1645 78.4171 -1.91526 -4.11032 -53.8301
-25.4002 74.1438 78.1478 -1.94016 -4.16427 -53.8896
-25.41 74.1228 77.8782 -1.96511 -4.21836 -53.9491
-25.4199 74.1016 77.6083 -1.99011 -4.27258 -54.0087
-25.4299 74.0801 77.3381 -2.01517 -4.32694 -54.0683
-25.4401 74.0583 77.0676 -2.04028 -4.38143 -54.128
-25.4503 74.0363 76.7969 -2.06545 -4.43605 -54.1877
-25.4607 74.014 76.5258 -2.09068 -4.4908 -54.2474
-25.4712 73.9914 76.2544 -2.11596 -4.54569 -54.3072
-25.4819 73.9685 75.9827 -2.14129 -4.60072 -54.3671
-25.4926 73.9454 75.7107 -2.16668 -4.65588 -54.427
-25.5035 73.922 75.4384 -2.19213 -4.71118 -54.487
-25.5146 73.8983 75.1658 -2.21764 -4.76662 -54.547
-25.5257 73.8743 74.893 -2.2432 -4.82219 -54.607
-25.537 73.8501 74.6198 -2.26882 -4.8779 -54.6671
-25.5484 73.8255 74.3463 -2.29449 -4.93376 -54.7273
-25.5599 73.8007 74.0725 -2.32022 -4.98975 -54.7874
-25.5716 73.7756 73.7984 -2.34601 -5.04588 -54.8477
-25.5834 73.7503 73.524 -2.37186 -5.10215 -54.908
-25.5953 73.7246 73.2493 -2.39777 -5.15856 -54.9683
-25.6074 73.6987 72.9743 -2.42373 -5.21511 -55.0287
-25.6196 73.6725 72.699 -2.44975 -5.27181 -55.0891
-25.6319 73.646 72.4234 -2.47584 -5.32865 -55.1496
-25.6443 73.6192 72.1475 -2.50198 -5.38563 -55.2101
-25.6569 73.5921 71.8713 -2.52817 -5.44276 -55.2707
-25.6696 73.5647 71.5948 -2.55443 -5.50003 -55.3313
-25.6824 73.5371 71.318 -2.58075 -5.55745 -55.3919
-25.6954 73.5092 71.0409 -2.60713 -5.61501 -55.4526
-25.7085 73.4809 70.7635 -2.63357 -5.67272 -55.5134
-25.7217 73.4524 70.4858 -2.66006 -5.73058 -55.5742
-25.7351 73.4236 70.2078 -2.68662 -5.78858 -55.6351
-25.7486 73.3946 69.9294 -2.71324 -5.84673 -55.696
-25.7622 73.3652 69.6508 -2.73992 -5.90503 -55.7569
-25.776 73.3355 69.3719 -2.76666 -5.96349 -55.8179
-25.7899 73.3055 69.0926 -2.79347 -6.02209 -55.8789
-25.8039 73.2753 68.8131 -2.82033 -6.08084 -55.94
-25.8181 73.2447 68.5332 -2.84726 -6.13974 -56.0011
-25.8324 73.2139 68.2531 -2.87425 -6.1988 -56.0623
-25.8468 73.1827 67.9726 -2.9013 -6.25801 -56.1236
-25.8614 73.1513 67.6918 -2.92841 -6.31737 -56.1848
-25.8761 73.1196 67.4108 -2.95559 -6.37689 -56.2461
-25.891 73.0875 67.1294 -2.98283 -6.43656 -56.3075
-25.906 73.0552 66.8477 -3.01013 -6.49638 -56.3689
-25.9211 73.0226 66.5657 -3.0375 -6.55636 -56.4304
-25.9363 72.9896 66.2834 -3.06493 -6.6165 -56.4919
-25.9517 72.9564 66.0008 -3.09243 -6.6768 -56.5535
-25.9673 72.9229 65.7178 -3.11999 -6.73725 -56.6151
-25.9829 72.889 65.4346 -3.14761 -6.79787 -56.6767
-25.9987 72.8549 65.1511 -3.1753 -6.85864 -56.7384
-26.0147 72.8205 64.8672 -3.20306 -6.91957 -56.8001
-26.0308 72.7857 64.5831 -3.23088 -6.98067 -56.8619
-26.047 72.7506 64.2986 -3.25877 -7.04192 -56.9238
-26.0634 72.7153 64.0138 -3.28672 -7.10334 -56.9857
-26.0799 72.6796 63.7287 -3.31474 -7.16492 -57.0476
-26.0965 72.6436 63.4434 -3.34282 -7.22666 -57.1096
-26.1133 72.6073 63.1577 -3.37098 -7.28857 -57.1716
